,Unnamed: 0,Page,2NE1_zh.wikipedia.org_all-access_spider,2PM_zh.wikipedia.org_all-access_spider,3C_zh.wikipedia.org_all-access_spider,4minute_zh.wikipedia.org_all-access_spider,52_Hz_I_Love_You_zh.wikipedia.org_all-access_spider,5566_zh.wikipedia.org_all-access_spider,91Days_zh.wikipedia.org_all-access_spider,A'N'D_zh.wikipedia.org_all-access_spider,AKB48_zh.wikipedia.org_all-access_spider,ASCII_zh.wikipedia.org_all-access_spider,ASTRO_zh.wikipedia.org_all-access_spider,Ahq_e-Sports_Club_zh.wikipedia.org_all-access_spider,All_your_base_are_belong_to_us_zh.wikipedia.org_all-access_spider,AlphaGo_zh.wikipedia.org_all-access_spider,Android_zh.wikipedia.org_all-access_spider,Angelababy_zh.wikipedia.org_all-access_spider,Apink_zh.wikipedia.org_all-access_spider,Apple_II_zh.wikipedia.org_all-access_spider,As_One_zh.wikipedia.org_all-access_spider,B-PROJECT_zh.wikipedia.org_all-access_spider,B1A4_zh.wikipedia.org_all-access_spider,BDSM_zh.wikipedia.org_all-access_spider,BEAST_zh.wikipedia.org_all-access_spider,BIGBANG_zh.wikipedia.org_all-access_spider,BLACK_PINK_zh.wikipedia.org_all-access_spider,BLEACH_zh.wikipedia.org_all-access_spider,BTOB_zh.wikipedia.org_all-access_spider,Beautiful_Mind_zh.wikipedia.org_all-access_spider,Beyond_zh.wikipedia.org_all-access_spider,Big_zh.wikipedia.org_all-access_spider,Block_B_zh.wikipedia.org_all-access_spider,CHAOS;CHILD_zh.wikipedia.org_all-access_spider,CHAOS;HEAD_zh.wikipedia.org_all-access_spider,CLC_zh.wikipedia.org_all-access_spider,CNBLUE_zh.wikipedia.org_all-access_spider,DIA_zh.wikipedia.org_all-access_spider,Daigo_zh.wikipedia.org_all-access_spider,Dear_My_Friends_zh.wikipedia.org_all-access_spider,Doctors_zh.wikipedia.org_all-access_spider,EGOIST_zh.wikipedia.org_all-access_spider,EXID_zh.wikipedia.org_all-access_spider,EXO_zh.wikipedia.org_all-access_spider,Energy_zh.wikipedia.org_all-access_spider,Eric_Nam_zh.wikipedia.org_all-access_spider,FAIRY_TAIL_zh.wikipedia.org_all-access_spider,FIESTAR_zh.wikipedia.org_all-access_spider,FIRST_CLASS_zh.wikipedia.org_all-access_spider,Facebook_zh.wikipedia.org_all-access_spider
205,205,2016-01-22,16.0,16.0,1.0,33.0,,16.0,,43.0,31.0,14.0,15.0,10.0,1.0,,36.0,29.0,39.0,20.0,6.0,,18.0,5.0,13.0,27.0,,10.0,34.0,4.0,14.0,5.0,6.0,3.0,13.0,7.0,20.0,6.0,7.0,,,11.0,65.0,35.0,4.0,3.0,99.0,6.0,9.0,83.0
206,206,2016-01-23,38.0,19.0,3.0,6.0,,14.0,,38.0,30.0,16.0,26.0,16.0,2.0,,47.0,20.0,77.0,6.0,175.0,,30.0,13.0,10.0,30.0,,9.0,26.0,4.0,19.0,8.0,7.0,2.0,12.0,14.0,13.0,12.0,6.0,,,15.0,51.0,41.0,8.0,8.0,41.0,6.0,2.0,38.0
207,207,2016-01-24,18.0,11.0,8.0,22.0,,15.0,,25.0,24.0,12.0,20.0,12.0,3.0,,41.0,30.0,54.0,12.0,55.0,,16.0,15.0,14.0,31.0,,17.0,47.0,2.0,18.0,11.0,32.0,3.0,9.0,1.0,21.0,13.0,4.0,,,6.0,52.0,43.0,3.0,11.0,46.0,24.0,5.0,55.0
208,208,2016-01-25,9.0,76.0,4.0,9.0,,11.0,,23.0,33.0,28.0,9.0,13.0,2.0,,36.0,20.0,21.0,9.0,11.0,,27.0,13.0,17.0,21.0,,11.0,21.0,3.0,9.0,12.0,10.0,0.0,6.0,4.0,11.0,9.0,10.0,,,12.0,62.0,37.0,11.0,11.0,77.0,36.0,11.0,49.0
209,209,2016-01-26,14.0,14.0,3.0,84.0,,12.0,,38.0,25.0,23.0,24.0,14.0,1.0,,41.0,23.0,72.0,10.0,14.0,,20.0,9.0,11.0,35.0,,7.0,6.0,,8.0,7.0,11.0,7.0,4.0,12.0,13.0,32.0,6.0,,,10.0,94.0,39.0,7.0,8.0,27.0,12.0,8.0,28.0
210,210,2016-01-27,10.0,19.0,2.0,28.0,,17.0,,35.0,24.0,38.0,14.0,7.0,5.0,,35.0,55.0,32.0,16.0,48.0,,8.0,8.0,20.0,15.0,,12.0,53.0,1.0,27.0,7.0,12.0,3.0,4.0,6.0,160.0,18.0,5.0,,,3.0,36.0,36.0,19.0,20.0,25.0,19.0,11.0,33.0
211,211,2016-01-28,24.0,26.0,5.0,11.0,,11.0,,27.0,38.0,30.0,1.0,16.0,4.0,,40.0,12.0,132.0,14.0,46.0,,19.0,20.0,38.0,35.0,,16.0,98.0,3.0,17.0,10.0,12.0,1.0,11.0,13.0,15.0,28.0,11.0,,,12.0,41.0,36.0,8.0,3.0,24.0,20.0,11.0,38.0
212,212,2016-01-29,8.0,19.0,6.0,7.0,,19.0,,40.0,34.0,40.0,7.0,12.0,4.0,43.0,37.0,34.0,17.0,3.0,10.0,,17.0,14.0,13.0,28.0,,19.0,50.0,3.0,9.0,9.0,13.0,24.0,7.0,17.0,52.0,34.0,7.0,,,11.0,37.0,32.0,7.0,8.0,18.0,7.0,9.0,53.0
213,213,2016-01-30,15.0,17.0,3.0,14.0,,13.0,,24.0,47.0,17.0,7.0,18.0,2.0,42.0,30.0,13.0,25.0,2.0,38.0,,12.0,16.0,16.0,37.0,,16.0,52.0,3.0,8.0,6.0,21.0,1.0,7.0,7.0,4.0,14.0,9.0,,,10.0,57.0,27.0,8.0,3.0,36.0,12.0,8.0,26.0
214,214,2016-01-31,18.0,30.0,6.0,16.0,,13.0,,68.0,31.0,11.0,5.0,17.0,4.0,98.0,34.0,14.0,33.0,13.0,17.0,,7.0,10.0,11.0,29.0,,28.0,15.0,4.0,13.0,7.0,11.0,1.0,10.0,7.0,10.0,23.0,11.0,,,15.0,63.0,37.0,10.0,4.0,44.0,54.0,4.0,45.0
215,215,2016-02-01,10.0,17.0,5.0,49.0,,7.0,,22.0,34.0,16.0,6.0,16.0,4.0,42.0,36.0,16.0,232.0,3.0,8.0,,11.0,15.0,13.0,27.0,,15.0,13.0,3.0,18.0,7.0,11.0,11.0,7.0,8.0,15.0,13.0,7.0,,,16.0,58.0,34.0,5.0,13.0,57.0,13.0,9.0,30.0
216,216,2016-02-02,23.0,17.0,6.0,71.0,,24.0,,40.0,41.0,14.0,12.0,11.0,3.0,18.0,59.0,17.0,80.0,7.0,16.0,,19.0,20.0,7.0,26.0,,14.0,53.0,2.0,11.0,12.0,23.0,6.0,8.0,4.0,17.0,2.0,5.0,,,8.0,102.0,38.0,10.0,6.0,196.0,8.0,11.0,36.0
217,217,2016-02-03,17.0,17.0,7.0,29.0,,8.0,,13.0,42.0,16.0,16.0,6.0,2.0,5.0,32.0,20.0,31.0,11.0,18.0,,6.0,11.0,11.0,24.0,,15.0,37.0,7.0,7.0,5.0,41.0,3.0,11.0,18.0,14.0,16.0,13.0,,,5.0,27.0,24.0,8.0,6.0,203.0,69.0,7.0,36.0
218,218,2016-02-04,11.0,19.0,3.0,22.0,,6.0,,19.0,39.0,20.0,19.0,10.0,7.0,22.0,32.0,12.0,26.0,6.0,6.0,,4.0,9.0,20.0,24.0,,16.0,52.0,1.0,10.0,8.0,19.0,4.0,3.0,7.0,19.0,6.0,5.0,,,6.0,35.0,28.0,6.0,9.0,118.0,9.0,4.0,46.0
219,219,2016-02-05,26.0,11.0,1.0,6.0,,9.0,,43.0,24.0,21.0,7.0,12.0,3.0,21.0,18.0,24.0,20.0,5.0,11.0,,9.0,8.0,13.0,21.0,,14.0,31.0,3.0,6.0,15.0,26.0,4.0,9.0,8.0,10.0,8.0,7.0,,,8.0,31.0,20.0,3.0,10.0,121.0,8.0,73.0,34.0
220,220,2016-02-06,14.0,175.0,5.0,34.0,,12.0,,26.0,18.0,18.0,4.0,7.0,6.0,25.0,29.0,32.0,19.0,13.0,18.0,,24.0,14.0,10.0,20.0,,15.0,19.0,3.0,10.0,6.0,18.0,1.0,8.0,6.0,11.0,8.0,4.0,,,5.0,24.0,36.0,12.0,5.0,32.0,6.0,5.0,48.0
221,221,2016-02-07,8.0,10.0,1.0,16.0,,5.0,,22.0,28.0,17.0,6.0,13.0,6.0,12.0,22.0,33.0,13.0,1.0,21.0,,17.0,7.0,16.0,18.0,,9.0,43.0,3.0,5.0,5.0,24.0,7.0,3.0,5.0,13.0,10.0,7.0,,,6.0,25.0,19.0,6.0,9.0,27.0,6.0,7.0,399.0
222,222,2016-02-08,12.0,5.0,2.0,14.0,,10.0,,13.0,25.0,13.0,14.0,15.0,2.0,10.0,17.0,20.0,75.0,7.0,19.0,,6.0,10.0,15.0,35.0,,14.0,12.0,0.0,81.0,7.0,16.0,5.0,4.0,7.0,9.0,11.0,6.0,,,9.0,37.0,29.0,6.0,7.0,13.0,10.0,4.0,44.0
223,223,2016-02-09,9.0,12.0,0.0,9.0,,5.0,,75.0,24.0,12.0,20.0,13.0,3.0,4.0,19.0,22.0,16.0,5.0,20.0,,34.0,11.0,15.0,19.0,,11.0,19.0,1.0,6.0,5.0,12.0,9.0,1.0,8.0,10.0,20.0,6.0,,,5.0,288.0,17.0,3.0,7.0,11.0,9.0,7.0,23.0
224,224,2016-02-10,11.0,7.0,1.0,12.0,,8.0,,25.0,76.0,20.0,38.0,12.0,3.0,14.0,23.0,21.0,14.0,7.0,47.0,,18.0,11.0,14.0,39.0,,9.0,20.0,4.0,11.0,3.0,17.0,2.0,2.0,4.0,4.0,20.0,14.0,,,7.0,32.0,42.0,11.0,6.0,15.0,9.0,10.0,35.0
225,225,2016-02-11,34.0,12.0,4.0,24.0,,2.0,,30.0,46.0,20.0,16.0,15.0,6.0,13.0,32.0,33.0,159.0,10.0,11.0,,28.0,10.0,24.0,27.0,,12.0,32.0,0.0,13.0,1.0,7.0,9.0,8.0,47.0,11.0,10.0,12.0,,,12.0,44.0,41.0,13.0,11.0,27.0,18.0,1.0,50.0
226,226,2016-02-12,17.0,14.0,3.0,18.0,,9.0,,39.0,29.0,21.0,9.0,21.0,2.0,10.0,22.0,31.0,24.0,7.0,26.0,,46.0,15.0,14.0,18.0,,7.0,50.0,0.0,15.0,3.0,40.0,4.0,7.0,12.0,17.0,16.0,6.0,,,4.0,40.0,40.0,5.0,4.0,70.0,23.0,2.0,55.0
227,227,2016-02-13,29.0,19.0,3.0,8.0,,10.0,,5.0,37.0,17.0,3.0,4.0,1.0,9.0,23.0,65.0,72.0,8.0,54.0,,17.0,13.0,21.0,31.0,,8.0,42.0,2.0,9.0,8.0,16.0,2.0,5.0,10.0,23.0,6.0,5.0,,,9.0,66.0,32.0,7.0,4.0,218.0,8.0,4.0,35.0
228,228,2016-02-14,11.0,11.0,9.0,26.0,,10.0,,43.0,92.0,23.0,3.0,7.0,3.0,3.0,22.0,23.0,39.0,6.0,5.0,,13.0,7.0,84.0,16.0,,10.0,56.0,39.0,24.0,7.0,7.0,8.0,6.0,5.0,16.0,2.0,14.0,,,3.0,14.0,36.0,5.0,3.0,26.0,8.0,3.0,35.0
229,229,2016-02-15,9.0,19.0,4.0,8.0,,15.0,,24.0,157.0,20.0,2.0,5.0,1.0,7.0,25.0,22.0,9.0,4.0,7.0,,9.0,14.0,9.0,23.0,,6.0,16.0,1.0,14.0,4.0,18.0,2.0,1.0,10.0,10.0,17.0,2.0,,,3.0,56.0,19.0,6.0,4.0,18.0,16.0,5.0,53.0
230,230,2016-02-16,14.0,17.0,7.0,8.0,,18.0,,41.0,42.0,23.0,8.0,8.0,7.0,9.0,27.0,49.0,15.0,4.0,29.0,,19.0,16.0,17.0,23.0,,11.0,18.0,17.0,14.0,7.0,15.0,6.0,16.0,15.0,12.0,6.0,6.0,,,7.0,69.0,34.0,2.0,5.0,42.0,15.0,16.0,37.0
231,231,2016-02-17,21.0,15.0,5.0,13.0,,19.0,,266.0,38.0,29.0,17.0,9.0,2.0,11.0,32.0,23.0,18.0,16.0,52.0,,13.0,25.0,14.0,36.0,,13.0,43.0,6.0,20.0,11.0,15.0,2.0,6.0,12.0,19.0,28.0,16.0,,,6.0,27.0,30.0,15.0,7.0,15.0,13.0,10.0,41.0
232,232,2016-02-18,12.0,19.0,10.0,21.0,,45.0,,15.0,37.0,28.0,2.0,9.0,6.0,12.0,35.0,22.0,24.0,11.0,13.0,,12.0,11.0,9.0,23.0,,16.0,30.0,19.0,24.0,8.0,24.0,7.0,8.0,5.0,14.0,4.0,6.0,,,9.0,32.0,28.0,7.0,6.0,16.0,12.0,7.0,40.0
233,233,2016-02-19,11.0,15.0,2.0,9.0,,6.0,,15.0,40.0,17.0,8.0,9.0,7.0,5.0,25.0,24.0,15.0,5.0,15.0,,17.0,12.0,12.0,19.0,,14.0,20.0,2.0,13.0,11.0,11.0,2.0,3.0,6.0,19.0,6.0,3.0,,,8.0,33.0,30.0,8.0,2.0,24.0,13.0,4.0,46.0
234,234,2016-02-20,13.0,9.0,3.0,10.0,,13.0,,17.0,28.0,19.0,2.0,10.0,3.0,4.0,29.0,13.0,12.0,11.0,6.0,,37.0,9.0,7.0,11.0,,5.0,15.0,0.0,19.0,8.0,26.0,4.0,4.0,6.0,18.0,4.0,4.0,,,6.0,21.0,41.0,11.0,5.0,56.0,10.0,3.0,39.0
235,235,2016-02-21,11.0,20.0,3.0,14.0,,40.0,,63.0,68.0,14.0,3.0,6.0,1.0,7.0,21.0,11.0,8.0,9.0,9.0,,13.0,20.0,10.0,31.0,,9.0,13.0,1.0,19.0,5.0,26.0,5.0,9.0,15.0,11.0,6.0,6.0,45.0,,4.0,43.0,56.0,4.0,1.0,58.0,6.0,5.0,33.0
236,236,2016-02-22,13.0,6.0,4.0,12.0,,14.0,,39.0,41.0,22.0,26.0,9.0,2.0,7.0,42.0,13.0,133.0,5.0,18.0,,11.0,18.0,9.0,18.0,,18.0,11.0,4.0,13.0,4.0,30.0,9.0,11.0,12.0,19.0,2.0,4.0,1.0,,5.0,72.0,20.0,12.0,2.0,33.0,6.0,3.0,52.0
237,237,2016-02-23,16.0,11.0,2.0,9.0,,11.0,,35.0,29.0,32.0,43.0,4.0,5.0,7.0,24.0,30.0,21.0,8.0,10.0,,16.0,16.0,37.0,21.0,,8.0,15.0,3.0,24.0,4.0,13.0,4.0,6.0,8.0,10.0,6.0,11.0,7.0,,3.0,49.0,55.0,9.0,6.0,21.0,6.0,5.0,48.0
238,238,2016-02-24,13.0,6.0,3.0,10.0,,8.0,,31.0,104.0,25.0,29.0,7.0,1.0,6.0,24.0,22.0,23.0,5.0,6.0,,26.0,15.0,14.0,18.0,,16.0,14.0,20.0,19.0,25.0,13.0,3.0,8.0,70.0,17.0,6.0,6.0,11.0,,5.0,54.0,29.0,14.0,7.0,15.0,5.0,4.0,40.0
239,239,2016-02-25,19.0,15.0,5.0,20.0,,5.0,,32.0,28.0,22.0,4.0,6.0,6.0,8.0,33.0,13.0,9.0,11.0,69.0,,15.0,17.0,15.0,39.0,,22.0,10.0,1.0,10.0,3.0,20.0,2.0,6.0,603.0,19.0,3.0,6.0,0.0,,4.0,34.0,41.0,9.0,6.0,15.0,6.0,6.0,194.0
240,240,2016-02-26,21.0,20.0,3.0,15.0,,17.0,,26.0,24.0,23.0,33.0,6.0,4.0,6.0,34.0,15.0,107.0,13.0,21.0,,10.0,14.0,12.0,27.0,,22.0,22.0,1.0,9.0,6.0,17.0,2.0,7.0,662.0,14.0,8.0,8.0,7.0,,12.0,76.0,35.0,13.0,9.0,20.0,8.0,8.0,114.0
241,241,2016-02-27,14.0,35.0,6.0,26.0,,16.0,,77.0,33.0,30.0,168.0,15.0,13.0,10.0,39.0,24.0,26.0,20.0,19.0,,21.0,17.0,18.0,32.0,,19.0,25.0,9.0,20.0,12.0,20.0,9.0,4.0,270.0,32.0,14.0,11.0,2.0,,12.0,35.0,38.0,9.0,4.0,14.0,5.0,13.0,42.0
242,242,2016-02-28,11.0,34.0,4.0,24.0,,13.0,,25.0,44.0,21.0,24.0,11.0,8.0,4.0,45.0,42.0,77.0,5.0,46.0,,11.0,17.0,17.0,25.0,,18.0,19.0,2.0,68.0,11.0,23.0,5.0,18.0,185.0,31.0,24.0,18.0,1.0,,9.0,65.0,25.0,12.0,11.0,60.0,14.0,11.0,96.0
243,243,2016-02-29,35.0,21.0,5.0,19.0,,22.0,,111.0,39.0,17.0,10.0,9.0,15.0,12.0,43.0,25.0,17.0,13.0,14.0,,11.0,17.0,13.0,17.0,,21.0,31.0,8.0,18.0,4.0,24.0,3.0,7.0,64.0,24.0,66.0,7.0,21.0,,7.0,55.0,51.0,8.0,5.0,33.0,37.0,10.0,42.0
244,244,2016-03-01,18.0,17.0,5.0,10.0,,16.0,,22.0,39.0,26.0,34.0,9.0,8.0,9.0,29.0,20.0,18.0,4.0,31.0,,14.0,17.0,12.0,16.0,,98.0,23.0,3.0,20.0,8.0,12.0,3.0,4.0,183.0,22.0,12.0,16.0,3.0,,6.0,41.0,60.0,13.0,9.0,60.0,100.0,16.0,210.0
245,245,2016-03-02,42.0,22.0,2.0,12.0,,10.0,,35.0,40.0,16.0,18.0,7.0,5.0,13.0,43.0,13.0,47.0,8.0,8.0,,31.0,15.0,14.0,17.0,,12.0,76.0,2.0,6.0,8.0,28.0,2.0,7.0,159.0,10.0,41.0,14.0,1.0,,4.0,41.0,44.0,5.0,1.0,28.0,50.0,9.0,52.0
246,246,2016-03-03,15.0,26.0,1.0,8.0,,11.0,,15.0,31.0,27.0,2.0,5.0,1.0,8.0,70.0,11.0,16.0,6.0,22.0,,36.0,6.0,10.0,27.0,,8.0,24.0,18.0,16.0,5.0,15.0,4.0,16.0,140.0,16.0,15.0,6.0,2.0,,3.0,19.0,34.0,54.0,23.0,72.0,6.0,12.0,49.0
247,247,2016-03-04,5.0,16.0,4.0,16.0,,18.0,,28.0,43.0,43.0,143.0,13.0,12.0,14.0,93.0,16.0,22.0,14.0,10.0,,6.0,20.0,18.0,30.0,,35.0,15.0,27.0,18.0,4.0,12.0,4.0,37.0,109.0,23.0,8.0,8.0,2.0,,7.0,111.0,40.0,70.0,6.0,77.0,32.0,16.0,80.0
248,248,2016-03-05,21.0,16.0,7.0,13.0,,53.0,,21.0,52.0,25.0,27.0,10.0,7.0,13.0,216.0,31.0,237.0,9.0,12.0,,10.0,23.0,9.0,32.0,,15.0,25.0,51.0,17.0,9.0,15.0,5.0,110.0,142.0,17.0,16.0,10.0,0.0,,12.0,37.0,35.0,137.0,15.0,49.0,15.0,8.0,118.0
249,249,2016-03-06,56.0,28.0,2.0,8.0,,213.0,,20.0,56.0,30.0,8.0,9.0,5.0,6.0,174.0,43.0,135.0,9.0,18.0,,16.0,18.0,13.0,37.0,,23.0,28.0,4.0,23.0,13.0,18.0,5.0,67.0,369.0,38.0,5.0,6.0,13.0,,6.0,109.0,55.0,106.0,11.0,30.0,30.0,7.0,84.0
250,250,2016-03-07,9.0,19.0,2.0,17.0,,20.0,,17.0,55.0,28.0,7.0,14.0,6.0,19.0,181.0,14.0,14.0,6.0,10.0,,15.0,21.0,26.0,27.0,,21.0,28.0,4.0,13.0,9.0,15.0,8.0,67.0,139.0,29.0,273.0,8.0,2.0,,10.0,42.0,23.0,83.0,8.0,31.0,19.0,12.0,78.0
251,251,2016-03-08,20.0,17.0,5.0,12.0,,19.0,,10.0,52.0,25.0,75.0,6.0,1.0,24.0,119.0,8.0,14.0,8.0,10.0,,14.0,17.0,95.0,21.0,,8.0,17.0,6.0,12.0,10.0,10.0,4.0,58.0,222.0,21.0,6.0,4.0,12.0,,3.0,35.0,35.0,78.0,14.0,30.0,8.0,10.0,100.0
252,252,2016-03-09,17.0,15.0,1.0,34.0,,15.0,,12.0,25.0,42.0,10.0,4.0,5.0,470.0,55.0,9.0,13.0,8.0,13.0,,8.0,16.0,55.0,15.0,,7.0,11.0,13.0,11.0,7.0,11.0,0.0,9.0,62.0,14.0,23.0,3.0,2.0,,11.0,24.0,19.0,5.0,1.0,20.0,64.0,6.0,63.0
253,253,2016-03-10,18.0,11.0,0.0,10.0,,4.0,,9.0,18.0,28.0,5.0,8.0,1.0,569.0,146.0,4.0,10.0,5.0,27.0,,27.0,10.0,8.0,12.0,,13.0,14.0,18.0,19.0,1.0,14.0,3.0,5.0,27.0,9.0,6.0,6.0,7.0,,12.0,10.0,21.0,3.0,2.0,12.0,29.0,9.0,37.0
254,254,2016-03-11,8.0,7.0,3.0,9.0,,8.0,,36.0,18.0,23.0,13.0,5.0,2.0,454.0,56.0,29.0,43.0,11.0,14.0,,10.0,12.0,10.0,22.0,,6.0,33.0,4.0,8.0,7.0,10.0,1.0,7.0,15.0,14.0,9.0,4.0,5.0,,7.0,35.0,73.0,2.0,10.0,7.0,10.0,9.0,32.0
255,255,2016-03-12,9.0,15.0,3.0,9.0,,14.0,,21.0,28.0,23.0,9.0,10.0,5.0,319.0,37.0,12.0,143.0,11.0,11.0,,11.0,10.0,21.0,15.0,,13.0,14.0,5.0,22.0,9.0,8.0,5.0,12.0,152.0,28.0,320.0,7.0,4.0,,11.0,35.0,43.0,6.0,8.0,21.0,61.0,8.0,51.0
256,256,2016-03-13,17.0,11.0,1.0,15.0,,8.0,,14.0,17.0,33.0,57.0,5.0,3.0,376.0,35.0,24.0,200.0,12.0,11.0,,6.0,15.0,11.0,18.0,,13.0,20.0,7.0,13.0,4.0,14.0,5.0,7.0,42.0,14.0,101.0,8.0,2.0,,15.0,86.0,36.0,5.0,6.0,23.0,51.0,12.0,30.0
257,257,2016-03-14,9.0,36.0,2.0,10.0,,11.0,,36.0,31.0,19.0,12.0,11.0,8.0,171.0,37.0,17.0,41.0,7.0,9.0,,13.0,14.0,6.0,19.0,,11.0,8.0,5.0,37.0,9.0,13.0,6.0,18.0,12.0,11.0,22.0,4.0,14.0,,4.0,32.0,35.0,7.0,7.0,20.0,3.0,5.0,55.0
258,258,2016-03-15,10.0,16.0,4.0,12.0,,15.0,,8.0,35.0,28.0,19.0,8.0,3.0,493.0,30.0,12.0,32.0,6.0,20.0,,39.0,9.0,29.0,18.0,,20.0,26.0,5.0,16.0,20.0,29.0,9.0,6.0,10.0,69.0,9.0,2.0,6.0,,4.0,35.0,26.0,8.0,5.0,10.0,35.0,19.0,96.0
259,259,2016-03-16,14.0,22.0,2.0,8.0,,13.0,,20.0,64.0,31.0,13.0,12.0,12.0,273.0,38.0,82.0,35.0,5.0,8.0,,17.0,12.0,13.0,21.0,,16.0,8.0,5.0,13.0,9.0,16.0,6.0,10.0,52.0,21.0,3.0,4.0,3.0,,8.0,31.0,24.0,4.0,7.0,13.0,65.0,11.0,37.0
260,260,2016-03-17,17.0,18.0,2.0,11.0,,8.0,,11.0,69.0,21.0,4.0,8.0,7.0,98.0,38.0,16.0,80.0,8.0,16.0,,13.0,12.0,8.0,28.0,,14.0,18.0,18.0,8.0,13.0,15.0,3.0,9.0,183.0,20.0,57.0,6.0,3.0,,11.0,29.0,26.0,8.0,11.0,20.0,16.0,13.0,30.0
261,261,2016-03-18,6.0,46.0,3.0,9.0,,11.0,,54.0,24.0,25.0,11.0,9.0,3.0,191.0,27.0,24.0,64.0,16.0,10.0,,26.0,7.0,11.0,23.0,,9.0,55.0,4.0,15.0,7.0,9.0,4.0,5.0,8.0,9.0,14.0,3.0,7.0,,8.0,21.0,39.0,12.0,12.0,28.0,11.0,21.0,35.0
262,262,2016-03-19,18.0,17.0,4.0,28.0,,7.0,,8.0,16.0,23.0,13.0,8.0,10.0,77.0,32.0,18.0,82.0,9.0,32.0,,120.0,13.0,8.0,24.0,,25.0,34.0,3.0,15.0,12.0,13.0,14.0,7.0,58.0,16.0,7.0,51.0,3.0,,17.0,54.0,37.0,4.0,6.0,33.0,21.0,9.0,43.0
263,263,2016-03-20,13.0,15.0,7.0,17.0,,12.0,,7.0,34.0,32.0,20.0,9.0,4.0,55.0,29.0,21.0,21.0,7.0,12.0,,62.0,17.0,34.0,20.0,,16.0,19.0,20.0,24.0,6.0,21.0,17.0,16.0,22.0,11.0,15.0,3.0,2.0,42.0,3.0,17.0,45.0,3.0,7.0,32.0,9.0,10.0,51.0
264,264,2016-03-21,11.0,17.0,1.0,11.0,,22.0,,15.0,28.0,36.0,19.0,14.0,1.0,60.0,60.0,15.0,21.0,17.0,13.0,,39.0,10.0,17.0,25.0,,13.0,23.0,4.0,168.0,11.0,10.0,11.0,9.0,37.0,26.0,6.0,11.0,2.0,2.0,11.0,42.0,23.0,9.0,20.0,10.0,66.0,10.0,75.0
265,265,2016-03-22,12.0,12.0,1.0,13.0,,19.0,,53.0,42.0,21.0,17.0,6.0,3.0,107.0,31.0,20.0,9.0,13.0,6.0,,13.0,10.0,41.0,19.0,,11.0,14.0,4.0,10.0,13.0,7.0,3.0,15.0,17.0,32.0,7.0,10.0,1.0,160.0,7.0,83.0,41.0,4.0,14.0,10.0,31.0,9.0,30.0
266,266,2016-03-23,11.0,17.0,10.0,10.0,,9.0,,14.0,24.0,28.0,3.0,4.0,3.0,33.0,28.0,7.0,71.0,4.0,9.0,,22.0,19.0,9.0,20.0,,5.0,73.0,5.0,15.0,10.0,9.0,4.0,10.0,299.0,14.0,29.0,3.0,1.0,0.0,12.0,58.0,24.0,3.0,7.0,50.0,14.0,11.0,55.0
267,267,2016-03-24,8.0,14.0,9.0,10.0,,11.0,,20.0,43.0,17.0,37.0,6.0,2.0,23.0,43.0,16.0,60.0,14.0,8.0,,6.0,11.0,51.0,17.0,,14.0,46.0,6.0,13.0,7.0,16.0,11.0,5.0,18.0,15.0,9.0,9.0,2.0,0.0,12.0,75.0,23.0,9.0,8.0,15.0,17.0,11.0,45.0
268,268,2016-03-25,15.0,15.0,5.0,10.0,,11.0,,17.0,22.0,39.0,6.0,5.0,6.0,56.0,37.0,20.0,36.0,13.0,24.0,,20.0,19.0,6.0,23.0,,12.0,21.0,7.0,24.0,20.0,9.0,8.0,10.0,82.0,16.0,14.0,3.0,2.0,62.0,10.0,41.0,31.0,7.0,7.0,174.0,27.0,10.0,58.0
269,269,2016-03-26,11.0,14.0,1.0,16.0,,8.0,,20.0,114.0,32.0,2.0,4.0,5.0,34.0,38.0,17.0,12.0,10.0,80.0,,41.0,16.0,8.0,16.0,,19.0,60.0,6.0,10.0,11.0,12.0,5.0,4.0,93.0,18.0,11.0,4.0,2.0,36.0,18.0,42.0,39.0,5.0,5.0,34.0,46.0,15.0,51.0
270,270,2016-03-27,20.0,15.0,6.0,12.0,,11.0,,14.0,41.0,27.0,74.0,10.0,4.0,42.0,33.0,18.0,79.0,12.0,26.0,,19.0,22.0,12.0,19.0,,28.0,59.0,5.0,27.0,14.0,25.0,7.0,8.0,63.0,14.0,9.0,6.0,4.0,0.0,9.0,47.0,32.0,5.0,11.0,16.0,43.0,65.0,49.0
271,271,2016-03-28,59.0,28.0,7.0,12.0,,14.0,,11.0,23.0,22.0,4.0,5.0,2.0,37.0,37.0,12.0,12.0,9.0,24.0,,24.0,12.0,13.0,12.0,,8.0,91.0,7.0,16.0,4.0,22.0,3.0,7.0,11.0,37.0,18.0,2.0,3.0,21.0,5.0,16.0,82.0,8.0,5.0,18.0,18.0,9.0,58.0
272,272,2016-03-29,11.0,36.0,4.0,13.0,,17.0,,18.0,28.0,39.0,14.0,6.0,4.0,33.0,35.0,24.0,13.0,19.0,10.0,,15.0,9.0,23.0,22.0,,10.0,40.0,3.0,17.0,8.0,10.0,7.0,8.0,32.0,28.0,28.0,5.0,1.0,17.0,4.0,46.0,34.0,9.0,30.0,22.0,43.0,12.0,57.0
